original_index,Individual,Phase,Round,Puzzler,Cohort,Team_ID,Frustrated,upset,hostile,alert,ashamed,inspired,nervous,attentive,afraid,active,determined,EDA_tonic_power,EDA_phasic_power,EDA_phasic_tonic_ratio,EDA_rolling_slope,EDA_phasic_rolling_slope,EDA_first_half_mean,EDA_second_half_mean,EDA_half_diff,EDA_phasic_peak_count_raw,HR_rolling_slope,HR_first_half_mean,HR_second_half_mean,HR_half_diff,HR_diff_rmssd_proxy,HR_HF_power,HR_LF_HF_ratio,TEMP_rolling_slope,TEMP_half_diff,TEMP_initial_slope,TEMP_overall_slope
10,1,phase2,round_1,1,D1_4,D1_4_Team10,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.848926411931364e-06,2.2739964415829487e-06,0.38878869068076655,0.0020955223527820413,-0.0002561177474744998,0.12570880754107472,0.13163583087291422,0.005927023331839504,8,-2.4602499999999976,77.40025157232704,70.52232704402515,-6.8779245283018895,0.20132839598127023,0.00050092512304056,22.263757214104213,0.05316666666666845,0.1061973951369275,0.000760126043854923,0.00019389017148951115
11,1,phase1,round_1,1,D1_4,D1_4_Team10,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.60516098693022e-06,6.029150872140402e-07,0.130921609239103,-0.0024294230293580702,-0.00021509347384473444,0.12326729591706771,0.11593284384770242,-0.0073344520693652965,7,0.14098333333333446,83.50450331125828,80.1121052631579,-3.3923980481003753,0.4413765343027567,0.0026519818022762197,29.788089605905917,-0.045225000000000556,-0.12481292811931155,0.0004901647598048051,-0.00018398786948457102
12,2,phase3,round_3,0,D1_4,D1_4_Team10,0.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,0.0031643327344142973,0.0005614243732274443,0.17742267338752582,-0.046531839445557,-0.005495171568694262,1.8212295525749902,1.821922205694285,0.0006926531192947838,9,0.060166666666658576,72.96121621621622,72.54797297297297,-0.4132432432432438,0.13934349704773286,0.0009064023373310989,29.013979031161405,-0.023416666666661666,-0.0864094047673234,-0.0002031545686557357,-0.00015525555012608206
13,2,phase2,round_3,0,D1_4,D1_4_Team10,0.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,5.0,0.005743645408301476,0.0008057724322350792,0.14028937633762528,-0.0006404565438992722,-0.002855205711633263,1.4514127189931763,1.4056710931953769,-0.04574162579779939,11,-2.244533333333335,81.99230769230769,73.20802547770701,-8.78428221460068,0.3186665929084778,0.0031107419551224687,19.17014718793228,-0.05190000000000424,-0.14215138658146742,-0.00011486310526226371,-0.00020036524390713576
14,2,phase1,round_3,0,D1_4,D1_4_Team10,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0008454920744379575,5.249265641835036e-05,0.062085332323481505,-0.24687345271493452,-0.006512242471181974,1.8356863909849446,1.3159870795310882,-0.5196993114538564,3,-3.268883333333351,64.52215384615386,59.55384615384615,-4.968307692307704,0.2176684099255945,0.0009574115478474521,14.708853588842887,-0.02280000000000661,-0.05599283921452525,5.2952308200535775e-06,-0.00010213953436916176
15,2,phase3,round_2,0,D1_4,D1_4_Team10,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,0.004257362730516063,0.0001677785222292653,0.03940902686695145,-0.5181403243564452,-0.008363932804178584,3.7352542647952522,2.395212779720165,-1.340041485075087,3,-2.9022000000000054,68.27052631578948,61.31690789473684,-6.953618421052639,0.12168101999516073,0.00025545331997707055,45.418979583988055,-0.043775000000000674,-0.11162912669604452,-4.11725898019208e-05,-0.00018191095318269185
16,2,phase2,round_2,0,D1_4,D1_4_Team10,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,0.015208650721739311,0.0023886713231453358,0.15706004213318928,-0.088672465820644,-0.01131400382630171,5.30860571350652,4.91975735186028,-0.3888483616462395,13,0.5934666666666674,73.06622641509433,75.4756875,2.409461084905672,0.14191081440567876,9.704401520157389e-05,58.34249889027817,-0.07405000000000077,-0.20283721135590582,-0.0001514088786263079,-0.00031838164341989865
17,2,phase1,round_2,0,D1_4,D1_4_Team10,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,0.016577889267582715,0.0023573916518423027,0.1422009529555775,0.4719484167951607,-0.0038295812384226005,3.0754253390874564,4.258228275841478,1.1828029367540212,12,-15.676000000000009,99.93730263157896,62.94934640522876,-36.9879562263502,0.5689409020276184,0.0020035189922579977,44.69914287866685,-0.015649999999996774,-0.043712189957645364,7.000121529899586e-05,-6.50161409246612e-05
18,2,phase3,round_4,0,D1_4,D1_4_Team10,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002669387846812297,7.215878531757738e-05,0.027031959931842514,-0.396894016238649,-0.006981627460285735,2.5467615406068336,1.5323582867214933,-1.0144032538853403,2,-0.1744999999999988,63.74207792207791,62.87522580645161,-0.8668521156263012,0.13188936725454864,0.00020575999432115093,55.82630831144751,-0.015845833333338475,-0.040684350409087244,-2.9848608482728145e-05,-6.51411087642685e-05
19,2,phase2,round_4,0,D1_4,D1_4_Team10,7.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,5.0,5.0,0.019410008711480707,0.003236492039396749,0.16674346145359617,0.3853024690982615,-0.0035739860852692764,2.154098796380646,3.2988952220441554,1.1447964256635093,17,4.086049999999996,65.55375796178343,77.14305732484075,11.589299363057322,0.2161173506805405,0.00028371875937236357,122.86301980272373,-0.0420458333333366,-0.10458778105837041,-7.860379520470741e-05,-0.0001694064827270568
20,2,phase1,round_4,0,D1_4,D1_4_Team10,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0012636728582768868,9.016461680170021e-05,0.07135123320180072,-0.19028858110017263,-0.004405070586299206,2.107501070492959,1.598664850290927,-0.508836220202032,2,0.22721666666666301,67.44000000000001,66.75559210526316,-0.6844078947368502,0.1053283409436442,0.00011307197910428967,60.350561816906286,-0.0070333333333329326,-0.01927750410509077,8.61994131841529e-05,-3.0352193622825293e-05
21,2,phase3,round_1,0,D1_4,D1_4_Team10,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,0.003721481975634772,0.0004957659621758785,0.13321734873949398,-0.06822308314657846,-0.003950561237040018,1.8109695224351858,1.5879810729712331,-0.2229884494639527,7,-17.20973333333333,104.41477124183007,67.51344155844156,-36.90132968338851,0.7321637286087015,0.0023866393379355015,21.1708929504513,-0.06609999999999984,-0.16773115118773063,4.694525946628025e-05,-0.00027290765790034707
22,2,phase2,round_1,0,D1_4,D1_4_Team10,0.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,0.001744019287787746,0.0001683270109645233,0.09651671408866286,0.21659052284033709,-0.0005894623914487924,0.5655221284884387,1.2131433501367828,0.647621221648344,13,-1.9821000000000075,72.16647798742139,68.68256249999999,-3.483915487421399,0.22071424936830406,0.0004580047888420356,17.39480415477489,-0.02539999999999899,-0.07686028257456456,0.0005922325040364655,-8.667169568896422e-05
23,2,phase1,round_1,0,D1_4,D1_4_Team10,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,6.18838277788745e-05,1.2256642835652753e-05,0.1980588996441627,-0.021770309606197802,-0.0009086365753059627,0.4882642329907259,0.42429499422454625,-0.06396923876617966,5,2.490566666666655,63.91263157894736,71.38631578947368,7.473684210526322,0.15091251591152366,0.0004297805207575447,37.66890461149127,-0.018566666666669084,-0.04328947368421865,-5.257035712420918e-05,-8.024931619045699e-05
24,3,phase3,round_3,1,D1_4,D1_4_Team11,1.0,2.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,0.0062486006373012985,0.001738403366577679,0.2782068286137864,-0.05451754211159783,-0.002640081452755276,1.3725408402145132,1.106637167933339,-0.26590367228117406,17,-5.651783333333357,100.09986301369864,98.1822448979592,-1.9176181157394439,0.49994965499962746,0.00127731302944675,33.28387138504258,0.0009583333333266342,0.0666780238500877,-0.002110974148856753,4.347067787775536e-05
25,3,phase2,round_3,1,D1_4,D1_4_Team11,2.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,0.001576019072228064,0.00024710496816710627,0.15679059506416176,-0.08163920214885495,-0.0011703963872469008,0.8612849410894802,0.6285601616719438,-0.23272477941753633,13,5.079866666666657,79.5367515923567,96.32575949367089,16.789007901314193,0.4623096957420102,0.0015298779281076292,20.854324560131662,-0.0756083333333339,-0.21231746031745757,0.001439295821108119,-0.00031509456073214336
26,3,phase1,round_3,1,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,0.00032497770502161287,6.737609550575718e-05,0.20732528559544194,-0.047776313956302566,-0.0021118292884759636,0.6194526098024848,0.5039211582819507,-0.11553145152053412,7,7.543683333333323,76.71561538461538,95.34815384615385,18.632538461538473,0.3308564993558736,0.0014760715660576613,21.469641466687953,-0.033350000000007284,-0.023673076923081737,-0.0014161877810378817,-0.00013419207971786585
27,3,phase3,round_2,1,D1_4,D1_4_Team11,0.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,0.0010880688438414938,4.469469440103771e-05,0.041077083177237524,-0.1625073722618353,-0.0026529293040361396,0.9151168421445118,0.5327720396158552,-0.38234480252865666,4,-1.753100000000004,94.03245033112582,90.86901315789474,-3.163437173231074,0.24283643965402113,0.0017727894470354795,30.1494137025862,0.04657083333333371,0.15642877014973777,-0.002211462004548627,0.00019819196843486172
28,3,phase2,round_2,1,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,0.0045139507899559835,0.0010908361564873489,0.24165884991803063,0.08418563728867463,-0.0017153552452593803,1.0189524859944978,1.2495705891430615,0.23061810314856368,17,4.54379999999999,67.11749999999999,81.44534161490684,14.327841614906845,0.31674269920552234,0.0005399537988787413,39.096623204418336,-0.08658333333333389,-0.2650107163165032,0.0006900119793747235,-0.000364125208141736
29,3,phase1,round_2,1,D1_4,D1_4_Team11,0.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,0.003229693983584932,0.0006149415228349019,0.19040241148553716,-0.022467425030419024,-0.0010099060519695026,0.7859056874075193,0.6890804812551459,-0.09682520615237344,13,-3.553783333333346,126.12611842105262,117.79907894736841,-8.32703947368421,0.49790584554020095,0.0017416853464144375,29.630728378487834,0.057333333333331134,0.013249750715345954,0.00278701887185555,0.00022987397676871077
30,3,phase3,round_4,1,D1_4,D1_4_Team11,0.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,0.0014209675399636042,0.0002735120086428421,0.19248293923015838,-0.17875685052585433,-0.0022445467123780143,0.9921040819484478,0.5198919695086733,-0.47221211243977446,9,0.21896666666666015,86.7072077922078,86.39309677419355,-0.3141110180142448,0.26489399987321566,0.0009451260482378441,22.205947743099443,-0.1687166666666705,-0.4137641357027455,-0.0028432090834909977,-0.0006884217326514543
31,3,phase2,round_4,1,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,0.0035352020762014075,0.0016449079637449152,0.4652939006848449,0.19471039963421824,-0.0005228193238022203,0.6861816718504626,1.1760439606187685,0.48986228876830584,13,-1.111633333333332,71.96435064935064,70.25529032258065,-1.7090603267699862,0.24798407992470786,0.0004421724942027007,40.13172939793837,-0.052054166666669135,-0.14210355987054868,0.0006152884598691811,-0.00021962346535330532
32,3,phase1,round_4,1,D1_4,D1_4_Team11,0.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,0.0010546050277415136,0.0001182081317475595,0.1120875860043146,-0.14185938994763855,-0.0016504942767372347,0.8783602047888408,0.5159616798313711,-0.3623985249574697,5,-4.202466666666669,87.99730263157895,73.82803921568627,-14.169263415892672,0.29980969841410715,0.0013670141604534734,16.9326703628654,-0.07464999999999818,-0.18288052373159047,-0.00151038212468957,-0.00030716501028429016
33,3,phase3,round_1,1,D1_4,D1_4_Team11,0.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,0.011050570490035137,0.0016316429680653002,0.14765237410472482,-0.08890266462427344,-0.003389668839058539,1.671216011719845,1.3637803997331748,-0.30743561198667013,12,-4.143366666666662,99.91513157894737,87.92908496732026,-11.986046611627103,0.2656589374604805,0.0006841742641997805,50.835225566822416,-0.1292666666666665,-0.42791803278688434,0.0014705550443584296,-0.0005262232863061336
34,3,phase2,round_1,1,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,5.0,0.004714573743267679,0.0020981806294024037,0.44504142763671173,0.0796514618198152,-0.0030083803537247554,1.6265430575425475,1.831332223665494,0.20478916612294662,24,-4.598766666666674,109.42867924528304,97.06578616352203,-12.362893081761001,0.2796646256485019,0.0007127072726207335,18.822706576047974,0.03119999999999982,0.07421383647798763,0.0006355665896978138,0.0001340574292247948
35,3,phase1,round_1,1,D1_4,D1_4_Team11,0.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,0.005712334106424946,0.001134341841344468,0.198577642730774,0.047543458001509296,-0.002518250804158506,1.2237435830261423,1.4369070742500722,0.21316349122392997,16,4.69761666666666,73.70236842105264,82.62927631578948,8.926907894736843,0.3476104188604392,0.0007248147110377065,46.22837819117546,0.18993333333333556,0.4722495894909642,0.0005788989392176749,0.0007864286068422075
36,4,phase3,round_3,0,D1_4,D1_4_Team11,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,0.016124753247471344,0.0021794709972814542,0.1351630604098227,-0.6706097786357736,-0.01570612771944344,6.103116384327804,4.442119078023333,-1.6609973063044716,7,-0.5761166666666874,77.87496598639456,77.03378378378379,-0.8411822026107671,0.32871115041653715,0.00021664648334342794,80.72953590532802,0.016958333333327406,0.03080210641419967,0.00033074792965158797,7.316259337694407e-05
37,4,phase2,round_3,0,D1_4,D1_4_Team11,1.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,0.055648787147905415,0.02046147200858639,0.36768945124002667,1.002482325372246,-0.003298990819918901,2.0556117621239918,4.946397508516925,2.890785746392933,19,-2.905516666666659,81.94993710691824,75.00125786163521,-6.9486792452830315,0.27920741812205646,0.00021212248879114019,35.762013287119544,-0.009083333333334111,0.002022896241221872,-0.00019984287921669195,-2.620611645288885e-05
38,4,phase1,round_3,0,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0,4.0,0.0008466827973172403,5.313126604924656e-05,0.06275226828464664,-0.1669022113893599,-0.007429885590796316,2.4246581384894124,2.058801143550093,-0.36585699493931934,3,1.1169833333333112,78.44492307692308,80.34538461538462,1.900461538461542,0.14290829200147873,0.0003662603509901349,31.02620456891871,0.02055833333333005,0.04376923076923589,0.00010271011649503672,9.326362742001453e-05
39,4,phase3,round_2,0,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,0.0044342021050303194,0.00018618607389027077,0.04198863053153453,-0.39829816656708045,-0.008965836180643227,3.807258816870902,2.8089772925555425,-0.9982815243153595,3,-0.008133333333337898,74.28602649006623,74.71298013245033,0.42695364238409184,0.09882532662594255,0.00022972721932367233,68.70512377605799,0.016349999999998286,0.037542553773747045,0.00028234865188631124,6.590288777470521e-05
40,4,phase2,round_2,0,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,5.0,3.0,0.02411094054992942,0.0032548376505026617,0.13499422155525118,0.2843288039878604,-0.0031820731662033194,2.257412672867661,3.3236662640385175,1.0662535911708564,15,-0.6935000000000128,83.04105590062112,81.79185185185185,-1.249204048769272,0.13943430519724517,0.0001828978505867964,106.20211792938362,0.0323624999999999,0.0978134254925962,0.00024495650966157944,0.0001064589841143474
41,4,phase1,round_2,0,D1_4,D1_4_Team11,0.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,5.0,4.0,0.0011066274069752454,5.26786232474555e-05,0.0476028543260486,-0.26549394535987514,-0.005706326706301893,2.9184640714744465,2.2276056273132787,-0.6908584441611678,3,-1.772533333333334,79.7433552631579,75.50355263157896,-4.239802631578939,0.14047068449082217,0.00025162152993478713,46.269534988822684,0.08388333333333196,0.215934438134056,0.0003330092536328587,0.00034957329905700214
42,4,phase3,round_4,0,D1_4,D1_4_Team11,0.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,0.04136172905701012,0.004566560549218434,0.1104054558000756,-1.1510406265723139,-0.022090573754175953,12.008684023511625,8.760606524161028,-3.2480774993505968,6,-1.5285000000000049,81.84738562091503,77.65474025974027,-4.192645361174769,0.10914103126634962,0.0005075653270345708,44.98826695485131,-0.006541666666664882,-0.01585644371940731,7.543533741870837e-06,-1.640434824761807e-05
43,4,phase2,round_4,0,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,5.0,3.0,0.12855369279796114,0.03667970264308483,0.28532593537185863,1.548838368152216,-0.01056798793592939,5.402243442574007,9.168214667194052,3.7659712246200447,25,2.487133333333331,71.41890322580646,80.78057692307692,9.361673697270462,0.21070465493885798,0.0004187190282182325,80.60320557206822,0.02284583333333541,0.05373996789727897,-6.53483567423452e-05,0.0001069523556529649
44,4,phase1,round_4,0,D1_4,D1_4_Team11,0.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,0.007052305247149971,0.001975865877158291,0.2801730509264035,0.14653099516472043,-0.005502276451762636,3.283487353687645,3.5359554143393184,0.2524680606516734,8,1.709000000000009,77.32601307189543,80.93588235294116,3.6098692810457322,0.17368900037843205,0.00038216155505019873,72.87398781904734,0.07428333333333591,0.19453355155483365,0.00017819753815157208,0.0003043212448059319
45,4,phase3,round_1,0,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,0.035364378254382205,0.005378624810537983,0.15209159827011767,0.21861306953054596,-0.006553231605838284,3.6766096859598023,4.453797012154673,0.7771873261948703,11,-4.440116666666664,78.60509933774834,67.66684210526316,-10.938257232485185,0.16614642867539878,0.0004096127497139163,24.976656447904993,-0.020808333333338962,-0.050492824937130365,0.00017569749474822817,-9.074456765506867e-05
46,4,phase2,round_1,0,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,0.00927758667301613,0.0008497783623798783,0.09159476406202267,0.5508156608326045,-0.00012329947474800892,0.6432224559527444,2.1943618147462787,1.5511393587935343,12,-0.3412500000000023,79.26220125786163,79.5255625,0.2633612421383731,0.13753101422666034,0.0005791362587143279,36.67462015204044,-0.049683333333334745,-0.13230769230770534,-0.00019283320890987492,-0.00020575097402548558
47,4,phase1,round_1,0,D1_4,D1_4_Team11,0.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,4.413012541264644e-05,3.893274641754965e-06,0.0882226054277032,-0.047296448064336936,-0.0011427245170779522,0.5523543342953762,0.431056858850795,-0.1212974754445812,2,1.2750166666666627,75.47046052631579,79.26532894736842,3.7948684210526267,0.0934628992239871,0.00025793141135955675,25.303588074001176,0.056249999999997406,0.14381578947367757,4.218823243455999e-05,0.00023613787351913832
48,5,phase3,round_3,0,D1_6,D1_6_Team13,0.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,0.06892194480501496,0.03571815519217174,0.5182406749145126,0.26747523991342187,-0.013719961257934073,7.805288099586657,8.546093375884562,0.7408052762979045,11,-1.5637833333333306,69.23428571428573,65.49805194805194,-3.736233766233795,0.1055048357105313,7.862402740567862e-05,83.88955697524595,-0.0489750000000015,-0.13578281068525655,0.0002854042604906816,-0.0002127045053775122
49,5,phase2,round_3,0,D1_6,D1_6_Team13,4.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,0.0654139977977628,0.02607241814337164,0.39857551932506,0.3369067241099467,-0.011929126689718392,5.946896808207833,7.027954345230911,1.081057537023078,18,5.6351666666666596,75.83577922077923,90.50012987012987,14.664350649350638,0.19111024837990928,0.0005721291413415764,46.02797801819662,-0.02903750000000278,-0.08129659643435616,-0.0001372419660062433,-0.00011845854305900134
50,5,phase1,round_3,0,D1_6,D1_6_Team13,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,0.03294835611909737,0.023366748207587894,0.7091931422352259,0.012462721380447359,-0.00758426266963127,5.344262391864945,5.409734185757865,0.0654717938929208,10,1.6543333333333254,67.84317880794701,70.47881578947369,2.635636981526673,0.19389865585331392,0.0007407087859933035,57.50624931958723,0.15770833333332673,0.40691419141913343,0.0006531927637633792,0.0006474254205942505
51,5,phase3,round_2,0,D1_6,D1_6_Team13,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,0.022706520931408777,0.011540710131773584,0.5082553230693261,-0.10194856211369244,-0.014874591988609714,7.960130026006918,7.618951017206189,-0.3411790088007285,11,-6.665733333333334,75.69064935064935,61.364415584415575,-14.326233766233777,0.35076881591011433,0.0003755122060946865,49.97742152449286,-0.023849999999998893,-0.08585365853658544,0.00030194968662653995,-6.0354616550334e-05
52,5,phase2,round_2,0,D1_6,D1_6_Team13,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,0.042250386943194426,0.030097057056142996,0.7123498560287375,0.45041488677952957,-0.011193803466257486,6.894855603597437,7.939282181934307,1.0444265783368705,13,-5.28575,90.95333333333333,70.45116883116884,-20.50216450216449,0.4045682763095475,0.0009066047513498476,91.93693918250703,0.038033333333329734,0.10918827149014021,0.000750985260160918,0.00015368730299091386
